Rank,Word,Frequency,POS,source_file
4,กษัตริย์,king,,SEAlang_gov_people_2025-12-31_02-49
7,พระเจ้าแผ่นดิน,king (formal),,SEAlang_gov_people_2025-12-31_02-49
5,ราชินี,queen,,SEAlang_gov_people_2025-12-31_02-49
4,เจ้าชาย,prince,,SEAlang_gov_people_2025-12-31_02-49
5,เจ้าหญิง,princess,,SEAlang_gov_people_2025-12-31_02-49
4,นักการเมือง,politician,,SEAlang_gov_people_2025-12-31_02-49
4,ทูต,ambassador,,SEAlang_gov_people_2025-12-31_02-49
5,เอกอัครราชทูต,ambassador (from a monarchy--formal),,SEAlang_gov_people_2025-12-31_02-49
14,เอกอัครรัฐทูต,ambassadaor (from a democracy--formal),,SEAlang_gov_people_2025-12-31_02-49
3,นายกรัฐมนตรี,prime minister,,SEAlang_gov_people_2025-12-31_02-49
3,ปลัด,undersecretary (of a ministry),,SEAlang_gov_people_2025-12-31_02-49
3,ข้าราชการ,civil servant,,SEAlang_gov_people_2025-12-31_02-49
4,ทูต,diplomat,,SEAlang_gov_people_2025-12-31_02-49
5,จักรพรรดิ,emperor,,SEAlang_gov_people_2025-12-31_02-49
5,ผู้ว่าการ,governor,,SEAlang_gov_people_2025-12-31_02-49
3,รัฐมนตรี,minister,,SEAlang_gov_people_2025-12-31_02-49
6,สมาชิกสภาผู้แทนราษฎร,member of parliament,,SEAlang_gov_people_2025-12-31_02-49
4,ห้องน้ำ,bathroom,,SEAlang_home_bathroom_2025-12-31_02-50
7,อ่างอาบน้ำ,bathtub,,SEAlang_home_bathroom_2025-12-31_02-50
7,ก๊อกน้ำ,faucet,,SEAlang_home_bathroom_2025-12-31_02-50
5,ส้วม,toilet,,SEAlang_home_bathroom_2025-12-31_02-50
7,โถส้วม,toilet bowl,,SEAlang_home_bathroom_2025-12-31_02-50
5,กระเบื้อง,tile,,SEAlang_home_bathroom_2025-12-31_02-50
6,แปรงสีฟัน,toothbrush,,SEAlang_home_bathroom_2025-12-31_02-50
6,กระจกเงา,mirror,,SEAlang_home_bathroom_2025-12-31_02-50
6,ลิ้นชัก,drawer,,SEAlang_home_bathroom_2025-12-31_02-50
7,ฝักบัว,showerhead,,SEAlang_home_bathroom_2025-12-31_02-50
6,ท่อระบายน้ำ,drain,,SEAlang_home_bathroom_2025-12-31_02-50
7,อ่างล้างหน้า,(bathroom) sink,,SEAlang_home_bathroom_2025-12-31_02-50
6,ฟองน้ำ,sponge,,SEAlang_home_bathroom_stuff_2025-12-31_02-50
7,ผ้าเช็ดตัว,towel,,SEAlang_home_bathroom_stuff_2025-12-31_02-50
7,กระดาษชำระ,toilet paper,,SEAlang_home_bathroom_stuff_2025-12-31_02-50
5,สบู่,soap,,SEAlang_home_bathroom_stuff_2025-12-31_02-50
10,ผ้าเช็ดมือ,hand towel,,SEAlang_home_bathroom_stuff_2025-12-31_02-50
7,มีดโกน,razor,,SEAlang_home_bathroom_stuff_2025-12-31_02-50
7,ตาชั่ง,scale,,SEAlang_home_bathroom_stuff_2025-12-31_02-50
4,ห้องนอน,bedroom,,SEAlang_home_bedroom_2025-12-31_02-50
6,ตู้เสื้อผ้า,wardrobe,,SEAlang_home_bedroom_2025-12-31_02-50
4,เตียง,bed,,SEAlang_home_bedroom_2025-12-31_02-50
9,เตียงคู่,double bed,,SEAlang_home_bedroom_2025-12-31_02-50
9,ผ้าคลุมเตียง,bedspread,,SEAlang_home_bedroom_2025-12-31_02-50
5,ผ้าห่ม,comforter,,SEAlang_home_bedroom_2025-12-31_02-50
7,ผ้าปูที่นอน,sheet,,SEAlang_home_bedroom_2025-12-31_02-50
5,ที่นอน,mattress,,SEAlang_home_bedroom_2025-12-31_02-50
5,หมอน,pillow,,SEAlang_home_bedroom_2025-12-31_02-50
7,ปลอกหมอน,pillowcase,,SEAlang_home_bedroom_2025-12-31_02-50
6,นาฬิกาปลุก,alarm clock,,SEAlang_home_bedroom_2025-12-31_02-50
2,รูปภาพ,picture,,SEAlang_home_bedroom_2025-12-31_02-50
6,กรอบรูป,picture frame,,SEAlang_home_bedroom_2025-12-31_02-50
7,โต๊ะเครื่องแป้ง,dressing table,,SEAlang_home_bedroom_2025-12-31_02-50
5,น้ำหอม,perfume,,SEAlang_home_bedroom_2025-12-31_02-50
3,แต่งตัว,to get dressed,,SEAlang_home_bedroom_verbs_2025-12-31_02-50
4,อาบน้ำ,to bathe,,SEAlang_home_bedroom_verbs_2025-12-31_02-50
6,เข้านอน,to go to bed,,SEAlang_home_bedroom_verbs_2025-12-31_02-50
2,นอน,to lie down,,SEAlang_home_bedroom_verbs_2025-12-31_02-50
3,หลับ,to sleep,,SEAlang_home_bedroom_verbs_2025-12-31_02-50
6,แปรงฟัน,to brush teeth,,SEAlang_home_bedroom_verbs_2025-12-31_02-50
9,หวีผม,to comb hair,,SEAlang_home_bedroom_verbs_2025-12-31_02-50
3,ตื่น,to wake up,,SEAlang_home_bedroom_verbs_2025-12-31_02-50
9,ห้องรับประทานอาหาร,Dining Room,,SEAlang_home_dining_room_2025-12-31_02-50
9,โต๊ะกินข้าว,dining table,,SEAlang_home_dining_room_2025-12-31_02-50
3,โต๊ะ,table,,SEAlang_home_dining_room_2025-12-31_02-50
10,พนักเก้าอี้,chair back,,SEAlang_home_dining_room_2025-12-31_02-50
9,จานข้าว,dinner plate (informal),,SEAlang_home_dining_room_2025-12-31_02-50
7,ถ้วยชาม,dishes,,SEAlang_home_dining_room_2025-12-31_02-50
10,แก้วไวน์,wine glass,,SEAlang_home_dining_room_2025-12-31_02-50
5,โคมไฟ,lamp,,SEAlang_home_dining_room_2025-12-31_02-50
12,หม้อกาแฟ,coffee pot,,SEAlang_home_dining_room_2025-12-31_02-50
7,ถ้วยกาแฟ,coffee cup,,SEAlang_home_dining_room_2025-12-31_02-50
12,จานรองถ้วย,saucer,,SEAlang_home_dining_room_2025-12-31_02-50
4,เฟอร์นิเจอร์,furniture,,SEAlang_home_furniture_2025-12-31_02-50
7,เครื่องเรือน,furniture (formal),,SEAlang_home_furniture_2025-12-31_02-50
9,ตู้หนังสือ,bookcase,,SEAlang_home_furniture_2025-12-31_02-50
3,ตู้,cabinet,,SEAlang_home_furniture_2025-12-31_02-50
6,ตู้เสื้อผ้า,wardrobe,,SEAlang_home_furniture_2025-12-31_02-50
4,เก้าอี้,chair,,SEAlang_home_furniture_2025-12-31_02-50
10,เก้าอี้นวม,overstuffed chair,,SEAlang_home_furniture_2025-12-31_02-50
9,ที่เขี่ยบุหรี่,ashtray,,SEAlang_home_furniture_2025-12-31_02-50
5,ถาด,tray,,SEAlang_home_furniture_2025-12-31_02-50
9,โต๊ะกินข้าว,dining table (informal),,SEAlang_home_furniture_2025-12-31_02-50
5,ไม้ประดับ,decorative plants,,SEAlang_home_furniture_2025-12-31_02-50
7,ม้านั่ง,bench,,SEAlang_home_furniture_2025-12-31_02-50
7,หมอนอิง,throw pillow,,SEAlang_home_furniture_2025-12-31_02-50
6,ห้องโถง,(entrance) hall,,SEAlang_home_hall_2025-12-31_02-51
8,ไม้แขวนเสื้อ,coat hanger,,SEAlang_home_hall_2025-12-31_02-51
9,เสื้อกันฝน,rain coat,,SEAlang_home_hall_2025-12-31_02-51
6,ไม้เท้า,walking stick,,SEAlang_home_hall_2025-12-31_02-51
6,กระจกเงา,mirror,,SEAlang_home_hall_2025-12-31_02-51
6,ลิ้นชัก,drawer,,SEAlang_home_hall_2025-12-31_02-51
4,ร่ม,umbrella,,SEAlang_home_hall_2025-12-31_02-51
9,กระเป๋าเอกสาร,briefcase,,SEAlang_home_hall_2025-12-31_02-51
11,กล่องฟิวส์,fuse box,,SEAlang_home_hall_2025-12-31_02-51
8,ราวบันได,handrail,,SEAlang_home_hall_2025-12-31_02-51
7,ประตูหน้า,front door,,SEAlang_home_hall_2025-12-31_02-51
7,ลูกบิด,doorknob,,SEAlang_home_hall_2025-12-31_02-51
6,ไมโครเวฟ,microwave,,SEAlang_home_kitchen_1_2025-12-31_02-51
9,เตาไฟ,stove,,SEAlang_home_kitchen_1_2025-12-31_02-51
9,เตาไฟฟ้า,electric stove,,SEAlang_home_kitchen_1_2025-12-31_02-51
6,เตาอบ,oven,,SEAlang_home_kitchen_1_2025-12-31_02-51
9,เครื่องดูดควัน,cooker hood,,SEAlang_home_kitchen_1_2025-12-31_02-51
9,เครื่องปิ้งขนมปัง,toaster,,SEAlang_home_kitchen_1_2025-12-31_02-51
7,เครื่องปั่น,blender,,SEAlang_home_kitchen_1_2025-12-31_02-51
5,ตู้เย็น,refrigerator,,SEAlang_home_kitchen_2_2025-12-31_02-51
10,ช่องแช่แข็ง,freezer (compartment),,SEAlang_home_kitchen_2_2025-12-31_02-51
9,ตู้แช่แข็ง,freezer (separate door or machine),,SEAlang_home_kitchen_2_2025-12-31_02-51
10,เครื่องบดกาแฟ,coffee grinder,,SEAlang_home_kitchen_2_2025-12-31_02-51
7,นาฬิกาจับเวลา,timer,,SEAlang_home_kitchen_2_2025-12-31_02-51
10,เครื่องล้างจาน,dishwasher,,SEAlang_home_kitchen_2_2025-12-31_02-51
7,ก๊อกน้ำ,faucet,,SEAlang_home_kitchen_2_2025-12-31_02-51
5,ห้องครัว,kitchen,,SEAlang_home_kitchen_utensils_2025-12-31_02-51
7,ถ้วยตวง,(measuring) cup,,SEAlang_home_kitchen_utensils_2025-12-31_02-51
6,ช้อนชา,teaspoon,,SEAlang_home_kitchen_utensils_2025-12-31_02-51
6,ช้อนโต๊ะ,tablespoon,,SEAlang_home_kitchen_utensils_2025-12-31_02-51
6,กระทะ,wok,,SEAlang_home_kitchen_utensils_2025-12-31_02-51
9,กระติกน้ำร้อน,thermos,,SEAlang_home_kitchen_utensils_2025-12-31_02-51
9,ฝาหม้อ,pot lid,,SEAlang_home_kitchen_utensils_2025-12-31_02-51
11,ที่ตีไข่,whisk,,SEAlang_home_kitchen_utensils_2025-12-31_02-51
9,กาน้ำ,kettle,,SEAlang_home_kitchen_utensils_2025-12-31_02-51
7,นกหวีด,whistle,,SEAlang_home_kitchen_utensils_2025-12-31_02-51
8,เหยือก,pitcher,,SEAlang_home_kitchen_utensils_2025-12-31_02-51
9,ชั้นวางหนังสือ,bookshelf,,SEAlang_home_living_room_2025-12-31_02-51
9,นาฬิกาตั้ง,mantle clock,,SEAlang_home_living_room_2025-12-31_02-51
4,เก้าอี้,chair,,SEAlang_home_living_room_2025-12-31_02-51
10,เก้าอี้นวม,overstuffed chair,,SEAlang_home_living_room_2025-12-31_02-51
7,หมอนอิง,throw pillow,,SEAlang_home_living_room_2025-12-31_02-51
9,ที่เขี่ยบุหรี่,ashtray,,SEAlang_home_living_room_2025-12-31_02-51
5,ถาด,tray,,SEAlang_home_living_room_2025-12-31_02-51
5,ไม้ประดับ,houseplants,,SEAlang_home_living_room_2025-12-31_02-51
3,เครื่องใช้ไฟฟ้า,electrical appliances,,SEAlang_home_mechanical_2025-12-31_02-51
4,เครื่องเสียง,stereo equipment,,SEAlang_home_mechanical_2025-12-31_02-51
4,ลำโพง,speaker,,SEAlang_home_mechanical_2025-12-31_02-51
5,เครื่องปรับอากาศ,air conditioner,,SEAlang_home_mechanical_2025-12-31_02-51
3,แอร์,a/c (informal),,SEAlang_home_mechanical_2025-12-31_02-51
9,นาฬิกาตั้ง,mantle clock,,SEAlang_home_mechanical_2025-12-31_02-51
5,ห้องครัว,kitchen,,SEAlang_home_rooms_2025-12-31_02-51
5,ห้องนั่งเล่น,family room,,SEAlang_home_rooms_2025-12-31_02-51
4,ห้องน้ำ,bathroom,,SEAlang_home_rooms_2025-12-31_02-51
4,ห้องนอน,bedroom,,SEAlang_home_rooms_2025-12-31_02-51
3,ห้องสมุด,library,,SEAlang_home_rooms_2025-12-31_02-51
11,ห้องกินข้าว,dining room (informal),,SEAlang_home_rooms_2025-12-31_02-51
9,ห้องรับประทานอาหาร,dining room (formal),,SEAlang_home_rooms_2025-12-31_02-51
7,โรงรถ,garage,,SEAlang_home_rooms_2025-12-31_02-51
6,โบราณคดี,archeology,,SEAlang_jobs_a_l_2025-12-31_02-55
5,ดาราศาสตร์,astronomy,,SEAlang_jobs_a_l_2025-12-31_02-55
5,ชีววิทยา,biology,,SEAlang_jobs_a_l_2025-12-31_02-55
11,ชีวฟิสิกส์,biophysics,,SEAlang_jobs_a_l_2025-12-31_02-55
9,การทำแผนที่,cartography,,SEAlang_jobs_a_l_2025-12-31_02-55
3,เคมี,chemistry,,SEAlang_jobs_a_l_2025-12-31_02-55
4,การก่อสร้าง,construction,,SEAlang_jobs_a_l_2025-12-31_02-55
10,อาชญาวิทยา,criminology,,SEAlang_jobs_a_l_2025-12-31_02-55
10,ตัจวิทยา,dermatology,,SEAlang_jobs_a_l_2025-12-31_02-55
6,นิเวศวิทยา,ecology,,SEAlang_jobs_a_l_2025-12-31_02-55
4,วิศวกรรมศาสตร์,engineering,,SEAlang_jobs_a_l_2025-12-31_02-55
5,ภูมิศาสตร์,geography,,SEAlang_jobs_a_l_2025-12-31_02-55
6,ธรณีวิทยา,geology,,SEAlang_jobs_a_l_2025-12-31_02-55
12,นรีเวชศาสตร์,gynecology,,SEAlang_jobs_a_l_2025-12-31_02-55
9,การหนังสือพิมพ์,journalism,,SEAlang_jobs_a_l_2025-12-31_02-55
2,กฎหมาย,law,,SEAlang_jobs_a_l_2025-12-31_02-55
6,ภาษาศาสตร์,linguistics,,SEAlang_jobs_a_l_2025-12-31_02-55
3,ผู้บริหาร,administrator,,SEAlang_jobs_business_2025-12-31_02-55
3,ที่ปรึกษา,advisor,,SEAlang_jobs_business_2025-12-31_02-55
4,นักธุรกิจ,businessman,,SEAlang_jobs_business_2025-12-31_02-55
6,ซีอีโอ,chief executive,,SEAlang_jobs_business_2025-12-31_02-55
5,ผู้จัดการทั่วไป,general manager,,SEAlang_jobs_business_2025-12-31_02-55
4,เลขา,receptionist,,SEAlang_jobs_business_2025-12-31_02-55
4,เลขานุการ,secretary,,SEAlang_jobs_business_2025-12-31_02-55
5,พ่อครัว,cook (male),,SEAlang_jobs_cooking_2025-12-31_02-55
6,แม่ครัว,cook (female),,SEAlang_jobs_cooking_2025-12-31_02-55
4,กุ๊ก,cook (informal),,SEAlang_jobs_cooking_2025-12-31_02-55
3,หัวหน้า,boss,,SEAlang_jobs_general_2025-12-31_02-55
2,พนักงาน,clerk,,SEAlang_jobs_general_2025-12-31_02-55
4,ลูกจ้าง,employee,,SEAlang_jobs_general_2025-12-31_02-55
3,จ้าง,to hire,,SEAlang_jobs_general_2025-12-31_02-55
4,ลาออก,to quit,,SEAlang_jobs_general_2025-12-31_02-55
5,ไล่ออก,to fire,,SEAlang_jobs_general_2025-12-31_02-55
2,รับสมัคร,hiring,,SEAlang_jobs_general_2025-12-31_02-55
7,หมอฟัน,denist,,SEAlang_jobs_healthcare_2025-12-31_02-56
6,ทันตแพทย์,dentist (formal),,SEAlang_jobs_healthcare_2025-12-31_02-56
3,หมอ,doctor,,SEAlang_jobs_healthcare_2025-12-31_02-56
3,แพทย์,doctor (formal),,SEAlang_jobs_healthcare_2025-12-31_02-56
11,แพทย์เวชปฏิบัติทั่วไป,general practitioner,,SEAlang_jobs_healthcare_2025-12-31_02-56
8,นรีแพทย์,gynecologist,,SEAlang_jobs_healthcare_2025-12-31_02-56
12,ประสาทแพทย์,neurologist,,SEAlang_jobs_healthcare_2025-12-31_02-56
3,พยาบาล,nurse,,SEAlang_jobs_healthcare_2025-12-31_02-56
10,สูติแพทย์,obstetrician,,SEAlang_jobs_healthcare_2025-12-31_02-56
7,กุมารแพทย์,pediatrician,,SEAlang_jobs_healthcare_2025-12-31_02-56
5,เภสัชกร,pharmacist,,SEAlang_jobs_healthcare_2025-12-31_02-56
5,เภสัช,pharmacist (informal),,SEAlang_jobs_healthcare_2025-12-31_02-56
6,จิตแพทย์,psychologist,,SEAlang_jobs_healthcare_2025-12-31_02-56
5,คนขับรถ,driver,,SEAlang_jobs_household_2025-12-31_02-56
7,คนสวน,gardener,,SEAlang_jobs_household_2025-12-31_02-56
4,คนใช้,servant,,SEAlang_jobs_household_2025-12-31_02-56
4,แม่บ้าน,housekeeper (female),,SEAlang_jobs_household_2025-12-31_02-56
2,การตลาด,marketing,,SEAlang_jobs_m_z_2025-12-31_02-56
4,คณิตศาสตร์,mathematics,,SEAlang_jobs_m_z_2025-12-31_02-56
7,แพทย์ศาสตร์,medicine,,SEAlang_jobs_m_z_2025-12-31_02-56
9,สูติศาสตร์,obstetrics,,SEAlang_jobs_m_z_2025-12-31_02-56
10,สมุทรศาสตร์,oceanography,,SEAlang_jobs_m_z_2025-12-31_02-56
9,ทันตกรรมจัดฟัน,orthodontics,,SEAlang_jobs_m_z_2025-12-31_02-56
16,ศัลยกรรมออร์โทพีดิกส์,orthopedics,,SEAlang_jobs_m_z_2025-12-31_02-56
4,ฟิสิกส์,physics,,SEAlang_jobs_m_z_2025-12-31_02-56
7,จิตเวชศาสตร์,psychiatry,,SEAlang_jobs_m_z_2025-12-31_02-56
4,จิตวิทยา,psychology,,SEAlang_jobs_m_z_2025-12-31_02-56
4,การวิจัย,research,,SEAlang_jobs_m_z_2025-12-31_02-56
2,วิทยาศาสตร์,science,,SEAlang_jobs_m_z_2025-12-31_02-56
10,การสังคมสงเคราะห์,social work,,SEAlang_jobs_m_z_2025-12-31_02-56
5,สังคมศาสตร์,social science,,SEAlang_jobs_m_z_2025-12-31_02-56
6,สังคมวิทยา,sociology,,SEAlang_jobs_m_z_2025-12-31_02-56
5,ศัลยกรรม,surgery,,SEAlang_jobs_m_z_2025-12-31_02-56
5,การแปล,translation,,SEAlang_jobs_m_z_2025-12-31_02-56
7,สัตวศาสตร์,zoology,,SEAlang_jobs_m_z_2025-12-31_02-56
3,นักข่าว,reporter,,SEAlang_jobs_news_2025-12-31_02-56
6,นักหนังสือพิมพ์,journalist,,SEAlang_jobs_news_2025-12-31_02-56
3,บรรณาธิการ,editor,,SEAlang_jobs_news_2025-12-31_02-56
9,ผู้อ่านข่าว,newsreader,,SEAlang_jobs_news_2025-12-31_02-56
4,ผู้สื่อข่าว,correspondent,,SEAlang_jobs_news_2025-12-31_02-56
5,ล่าม,interpreter,,SEAlang_jobs_news_2025-12-31_02-56
6,นักแปล,translator,,SEAlang_jobs_news_2025-12-31_02-56
3,นักเขียน,writer,,SEAlang_jobs_news_2025-12-31_02-56
6,นักประพันธ์,writer (formal),,SEAlang_jobs_news_2025-12-31_02-56
4,กวี,poet,,SEAlang_jobs_news_2025-12-31_02-56
5,หมอดู,fortune teller,,SEAlang_jobs_religion_2025-12-31_02-56
7,ร่างทรง,medium,,SEAlang_jobs_religion_2025-12-31_02-56
6,แม่ชี,nun,,SEAlang_jobs_religion_2025-12-31_02-56
2,พระ,monk (informal),,SEAlang_jobs_religion_2025-12-31_02-56
6,นักบวช,priest,,SEAlang_jobs_religion_2025-12-31_02-56
9,นักมานุษยวิทยา,anthropologist,,SEAlang_jobs_science_2025-12-31_02-56
7,นักโบราณคดี,archeologist,,SEAlang_jobs_science_2025-12-31_02-56
5,สถาปนิก,architect,,SEAlang_jobs_science_2025-12-31_02-56
7,นักบินอวกาศ,astronaut,,SEAlang_jobs_science_2025-12-31_02-56
9,นักชีววิทยา,biologist,,SEAlang_jobs_science_2025-12-31_02-56
6,นักเคมี,chemist,,SEAlang_jobs_science_2025-12-31_02-56
11,นักนิเวศวิทยา,ecologist,,SEAlang_jobs_science_2025-12-31_02-56
6,นักเศรษฐศาสตร์,economist,,SEAlang_jobs_science_2025-12-31_02-56
4,วิศวกร,engineer,,SEAlang_jobs_science_2025-12-31_02-56
11,นักภูมิศาสตร์,geographer,,SEAlang_jobs_science_2025-12-31_02-56
7,นักประวัติศาสตร์,historian,,SEAlang_jobs_science_2025-12-31_02-56
4,วิทยากร,lecturer,,SEAlang_jobs_science_2025-12-31_02-56
6,บรรณารักษ์,librarian,,SEAlang_jobs_science_2025-12-31_02-56
10,นักภาษาศาสตร์,linguist,,SEAlang_jobs_science_2025-12-31_02-56
4,ศาสตราจารย์,professor,,SEAlang_jobs_science_2025-12-31_02-56
4,นักวิจัย,researcher,,SEAlang_jobs_science_2025-12-31_02-56
5,นักวิทยาศาสตร์,scientist,,SEAlang_jobs_science_2025-12-31_02-56
2,อาจารย์,teacher,,SEAlang_jobs_science_2025-12-31_02-56
5,สัตวแพทย์,veterinarian,,SEAlang_jobs_science_2025-12-31_02-56
11,หมอสัตว์,veterinarian (informal),,SEAlang_jobs_science_2025-12-31_02-56
3,แอร์,air hostess,,SEAlang_jobs_vocational_a_g_2025-12-31_02-56
9,ช่างตัดผม,barber,,SEAlang_jobs_vocational_a_g_2025-12-31_02-56
9,ช่างเหล็ก,blacksmith,,SEAlang_jobs_vocational_a_g_2025-12-31_02-56
6,องครักษ์,bodyguard,,SEAlang_jobs_vocational_a_g_2025-12-31_02-56
7,ช่างไม้,carpenter,,SEAlang_jobs_vocational_a_g_2025-12-31_02-56
5,โค้ช,coach (informal),,SEAlang_jobs_vocational_a_g_2025-12-31_02-56
7,ครูฝึก,coach,,SEAlang_jobs_vocational_a_g_2025-12-31_02-56
5,ช่างไฟฟ้า,electrician,,SEAlang_jobs_vocational_a_g_2025-12-31_02-56
4,เกษตรกร,farmer (formal),,SEAlang_jobs_vocational_a_g_2025-12-31_02-56
5,ชาวนา,farmer (rice),,SEAlang_jobs_vocational_a_g_2025-12-31_02-56
6,ชาวไร่,farmer (non-rice),,SEAlang_jobs_vocational_a_g_2025-12-31_02-56
6,ชาวสวน,farmer (fruit and vegetable),,SEAlang_jobs_vocational_a_g_2025-12-31_02-56
6,ชาวประมง,fisherman,,SEAlang_jobs_vocational_a_g_2025-12-31_02-56
3,ยาม,guard,,SEAlang_jobs_vocational_a_g_2025-12-31_02-56
5,มัคคุเทศก์,guide (formal),,SEAlang_jobs_vocational_a_g_2025-12-31_02-56
9,ช่างเสริมสวย,hairdresser,,SEAlang_jobs_vocational_h_z_2025-12-31_02-56
6,ภารโรง,janitor,,SEAlang_jobs_vocational_h_z_2025-12-31_02-56
5,ช่างยนต์,mechanic,,SEAlang_jobs_vocational_h_z_2025-12-31_02-56
14,พนักงานรับรองเอกสาร,notary,,SEAlang_jobs_vocational_h_z_2025-12-31_02-56
9,ช่างประปา,plumber,,SEAlang_jobs_vocational_h_z_2025-12-31_02-56
5,เจ้าหน้าที่ตำรวจ,police officer (formal),,SEAlang_jobs_vocational_h_z_2025-12-31_02-56
2,ตำรวจ,police officer,,SEAlang_jobs_vocational_h_z_2025-12-31_02-56
9,บุรุษไปรษณีย์,postman,,SEAlang_jobs_vocational_h_z_2025-12-31_02-56
5,ช่างซ่อม,repairman,,SEAlang_jobs_vocational_h_z_2025-12-31_02-56
5,แม่ค้า,shopkeeper (female),,SEAlang_jobs_vocational_h_z_2025-12-31_02-56
5,พ่อค้า,shopkeeper (male),,SEAlang_jobs_vocational_h_z_2025-12-31_02-56
5,แท็กซี่,taxi driver (informal),,SEAlang_jobs_vocational_h_z_2025-12-31_02-56
3,ช่าง,technician,,SEAlang_jobs_vocational_h_z_2025-12-31_02-56
6,พนักงานเสิร์ฟ,waiter,,SEAlang_jobs_vocational_h_z_2025-12-31_02-56
7,อะคริลิก,acrylic,,SEAlang_materials_1_a_i_2025-12-31_02-57
5,อลูมิเนียม,aluminum,,SEAlang_materials_1_a_i_2025-12-31_02-57
5,ไม้ไผ่,bamboo,,SEAlang_materials_1_a_i_2025-12-31_02-57
7,กระดาษแข็ง,cardboard,,SEAlang_materials_1_a_i_2025-12-31_02-57
6,ปูนซีเมนต์,cement,,SEAlang_materials_1_a_i_2025-12-31_02-57
9,ชอล์ก,chalk,,SEAlang_materials_1_a_i_2025-12-31_02-57
7,ดินเหนียว,clay,,SEAlang_materials_1_a_i_2025-12-31_02-57
3,ผ้า,cloth,,SEAlang_materials_1_a_i_2025-12-31_02-57
5,ถ่านหิน,coal,,SEAlang_materials_1_a_i_2025-12-31_02-57
5,ทองแดง,copper,,SEAlang_materials_1_a_i_2025-12-31_02-57
5,ฝ้าย,cotton,,SEAlang_materials_1_a_i_2025-12-31_02-57
4,เพชร,diamond,,SEAlang_materials_1_a_i_2025-12-31_02-57
3,น้ำมัน,gasoline,,SEAlang_materials_1_a_i_2025-12-31_02-57
3,แก้ว,glass,,SEAlang_materials_1_a_i_2025-12-31_02-57
4,ทองคำ,gold,,SEAlang_materials_1_a_i_2025-12-31_02-57
3,เหล็ก,iron,,SEAlang_materials_1_a_i_2025-12-31_02-57
3,งา,ivory,,SEAlang_materials_1_a_i_2025-12-31_02-57
5,ตะกั่ว,lead,,SEAlang_materials_2_l_z_2025-12-31_02-59
6,หินอ่อน,marble,,SEAlang_materials_2_l_z_2025-12-31_02-59
4,โลหะ,metal,,SEAlang_materials_2_l_z_2025-12-31_02-59
9,นิเกิล,nickel,,SEAlang_materials_2_l_z_2025-12-31_02-59
3,น้ำมัน,oil,,SEAlang_materials_2_l_z_2025-12-31_02-59
3,กระดาษ,paper,,SEAlang_materials_2_l_z_2025-12-31_02-59
6,ปิโตรเลียม,petroleum,,SEAlang_materials_2_l_z_2025-12-31_02-59
9,ปูนปลาสเตอร์,plaster,,SEAlang_materials_2_l_z_2025-12-31_02-59
4,พลาสติก,plastic,,SEAlang_materials_2_l_z_2025-12-31_02-59
3,ยาง,rubber,,SEAlang_materials_2_l_z_2025-12-31_02-59
4,ทราย,sand,,SEAlang_materials_2_l_z_2025-12-31_02-59
2,ไหม,silk,,SEAlang_materials_2_l_z_2025-12-31_02-59
1,เงิน,silver,,SEAlang_materials_2_l_z_2025-12-31_02-59
6,สแตนเลส,stainless steel (colloquial),,SEAlang_materials_2_l_z_2025-12-31_02-59
10,เหล็กกล้าไร้สนิม,stainless steel,,SEAlang_materials_2_l_z_2025-12-31_02-59
6,เหล็กกล้า,steel,,SEAlang_materials_2_l_z_2025-12-31_02-59
3,หิน,stone,,SEAlang_materials_2_l_z_2025-12-31_02-59
5,ฟาง,straw,,SEAlang_materials_2_l_z_2025-12-31_02-59
2,ไม้,wood,,SEAlang_materials_2_l_z_2025-12-31_02-59
9,เส้นรอบวง,circumference,,SEAlang_math_geometry_2025-12-31_02-59
6,เส้นผ่าศูนย์กลาง,diameter,,SEAlang_math_geometry_2025-12-31_02-59
5,รัศมี,radius,,SEAlang_math_geometry_2025-12-31_02-59
11,เส้นสัมผัส,tangent,,SEAlang_math_geometry_2025-12-31_02-59
2,มุม,angle,,SEAlang_math_geometry_2025-12-31_02-59
5,อนันต์,infinity,,SEAlang_math_geometry_2025-12-31_02-59
5,ขนาน,parallel,,SEAlang_math_geometry_2025-12-31_02-59
7,ตั้งฉาก,perpendicular,,SEAlang_math_geometry_2025-12-31_02-59
3,เลข,number,,SEAlang_math_numbers_2025-12-31_02-59
8,เลขคู่,even number,,SEAlang_math_numbers_2025-12-31_02-59
9,เลขคี่,odd number,,SEAlang_math_numbers_2025-12-31_02-59
9,เศษส่วน,fraction,,SEAlang_math_numbers_2025-12-31_02-59
1,หลัก,digit,,SEAlang_math_numbers_2025-12-31_02-59
3,บวก,add,,SEAlang_math_operations_2025-12-31_02-59
1,ลบ,subtract,,SEAlang_math_operations_2025-12-31_02-59
4,หาร,divide,,SEAlang_math_operations_2025-12-31_02-59
5,คูณ,multiply,,SEAlang_math_operations_2025-12-31_02-59
3,เท่ากับ,equals,,SEAlang_math_operations_2025-12-31_02-59
5,สมการ,equation,,SEAlang_math_operations_2025-12-31_02-59
7,ผลบวก,sum,,SEAlang_math_operations_2025-12-31_02-59
7,ผลต่าง,difference,,SEAlang_math_operations_2025-12-31_02-59
9,ผลคูณ,product,,SEAlang_math_operations_2025-12-31_02-59
11,ผลหาร,quotient,,SEAlang_math_operations_2025-12-31_02-59
